UF,regional,municipio,co_municipio,no_municipio
GO,CRE-PORANGATU,MONTIVIDIU DO NORTE,5213772,Montividiu do Norte
CE,CREDE 10,Morada Nova,2308708,Morada Nova
MG,SRE PARÁ DE MINAS,MORADA NOVA DE MINAS,3143500,Morada Nova de Minas
CE,CREDE 06,Moraújo,2308807,Moraújo
PE,SERTÃO DO ARARIPE (ARARIPINA),Moreilândia,2614303,Moreilândia
PR,GOIOERE,MOREIRA SALES,4116109,Moreira Sales
PE,METROPOLITANA SUL,Moreno,2609402,Moreno
RS,25º CRE (Soledade),Mormaço,4312427,Mormaço
BA,2,Morpará,2921609,Morpará
PR,PARANAGUA,MORRETES,4116208,Morretes
CE,CREDE 03,Morrinhos,2308906,Morrinhos
GO,CRE-MORRINHOS,MORRINHOS,5213806,Morrinhos
RS,11º CRE (Osório),Morrinhos do Sul,4312443,Morrinhos do Sul
SP,SAO JOAQUIM DA BARRA,MORRO AGUDO,3531902,Morro Agudo
GO,CRE-ITAPURANGA,MORRO AGUDO DE GOIÁS,5213855,Morro Agudo de Goiás
PI,15ª,Morro Cabeça no Tempo,2206654,Morro Cabeça no Tempo
SC,Coordenadoria Regional de Educação de Criciúma,Morro da Fumaça,4211207,Morro da Fumaça
MG,SRE CURVELO,MORRO DA GARÇA,3143609,Morro da Garça
BA,3,Morro do Chapéu,2921708,Morro do Chapéu
PI,02ª,Morro do Chapéu do Piauí,2206670,Morro do Chapéu do Piauí
MG,SRE METROPOLITANA C,MORRO DO PILAR,3143708,Morro do Pilar
SC,Coordenadoria Regional de Educação de Araranguá,Morro Grande,4211256,Morro Grande
RS,5º CRE (Pelotas),Morro Redondo,4312450,Morro Redondo
RS,2º CRE (São Leopoldo),Morro Reuter,4312476,Morro Reuter
MA,rosario,morros,2107100,Morros
BA,20,MORTUGABA,2921807,Mortugaba
SP,BRAGANCA PAULISTA,MORUNGABA,3532009,Morungaba
GO,CRE-GOIÁS,MOSSÂMEDES,5213905,Mossâmedes
RN,12,mossoro,2408003,Mossoró
RS,11º CRE (Osório),Mostardas,4312500,Mostardas
SP,ARARAQUARA,MOTUCA,3532058,Motuca
GO,CRE-GOIÁS,MOZARLÂNDIA,5214002,Mozarlândia
PA,curralinho,Muaná,1504901,Muaná
RR,RR,Mucajai,1400308,Mucajaí
CE,CREDE 06,Mucambo,2309003,Mucambo
BA,3,Mucugê,2921906,Mucugê
RS,3º CRE (Estrela),Muçum,4312609,Muçum
BA,7,Mucuri,2922003,Mucuri
ES,SRE Nova Venécia,Mucurici,3203601,Mucurici
RS,23º CRE (Vacaria),Muitos Capões,4312617,Muitos Capões
RS,7º CRE (Passo Fundo),Muliterno,4312625,Muliterno
CE,CREDE 08,Mulungu,2309102,Mulungu
PB,Guarabira,Mulungu,2509800,Mulungu
BA,1,Mulungu do Morro,2922052,Mulungu do Morro
BA,14,MUNDO NOVO,2922102,Mundo Novo
GO,CRE-SÃO M. ARAGUAIA,MUNDO NOVO,5214051,Mundo Novo
MS,CRE 8,Mundo Novo,5005681,Mundo Novo
MG,SRE POUSO ALEGRE,MUNHOZ,3143807,Munhoz
PR,MARINGA,MUNHOZ DE MELO,4116307,Munhoz de Melo
BA,21,MUNIZ FERREIRA,2922201,Muniz Ferreira
ES,SRE Guaçuí,Muniz Freire,3203700,Muniz Freire
BA,2,Muquém de São Francisco,2922250,Muquém do São Francisco
ES,SRE Cachoeiro de Itapemirim,Muqui,3203809,Muqui
MG,SRE MURIAÉ,MURIAÉ,3143906,Muriaé
SE,DRE06,MURIBECA,2804300,Muribeca
AL,7a GEE,Murici,2705507,Murici
PI,01ª,MURICI DOS PORTELAS,2206696,Murici dos Portelas
TO,ARAGUAINA,Muricilândia,1713957,Muricilândia
BA,21,MURITIBA,2922300,Muritiba
SP,ANDRADINA,MURUTINGA DO SUL,3532108,Murutinga do Sul
BA,9,Mutuípe,2922409,Mutuípe
MG,SRE MANHUAÇU,MUTUM,3144003,Mutum
GO,CRE-PORANGATU,MUTUNÓPOLIS,5214101,Mutunópolis
MG,SRE POÇOS DE CALDAS,MUZAMBINHO,3144102,Muzambinho
MG,SRE GOVERNADOR VALADARES,NACIP RAYDAN,3144201,Nacip Raydan
SP,ASSIS,NANTES,3532157,Nantes
MG,SRE TEÓFILO OTONI,NANUQUE,3144300,Nanuque
RS,39º CRE (Carazinho),Nao-me-toque,4312658,Não-Me-Toque
MG,SRE GOVERNADOR VALADARES,NAQUE,3144359,Naque
SP,MIRANTE DO PARANAPANEMA,NARANDIBA,3532207,Narandiba
RN,1,natal,2408102,Natal
MG,SRE UNAÍ,NATALÂNDIA,3144375,Natalândia
MG,SRE ITAJUBÁ,NATÉRCIA,3144409,Natércia
RJ,NOROESTE FLUMINENSE,Natividade,3303104,Natividade
TO,PORTO NACIONAL,Natividade,1714203,Natividade
SP,TAUBATE,NATIVIDADE DA SERRA,3532306,Natividade da Serra
PB,Campina Grande,Natuba,2509909,Natuba
SC,Coordenadoria Regional de Educação de Itajaí,Navegantes,4211306,Navegantes
MS,CRE 8,Naviraí,5005707,Naviraí
BA,21,NAZARE,2922508,Nazaré
TO,TOCANTINOPOLIS,Nazaré,1714302,Nazaré
PE,MATA NORTE (NAZARÉ DA MATA),Nazaré da Mata,2609501,Nazaré da Mata
PI,10ª,NAZARE DO PIAUI,2206704,Nazaré do Piauí
SP,BRAGANCA PAULISTA,NAZARE PAULISTA,3532405,Nazaré Paulista
MG,SRE SÃO JOÃO DEL REI,NAZARENO,3144508,Nazareno
PB,Sousa,Nazarezinho,2510006,Nazarezinho
PI,18ª,NAZARIA,2206720,Nazária
GO,CRE-PALMEIRAS,NAZÁRIO,5214408,Nazário
SE,DRE06,NEOPOLIS,2804409,Neópolis
MG,SRE VARGINHA,NEPOMUCENO,3144607,Nepomuceno
GO,CRE-ANÁPOLIS,NERÓPOLIS,5214507,Nerópolis
SP,JOSE BONIFACIO,NEVES PAULISTA,3532504,Neves Paulista
AM,Centro Amazonense,Nhamundá,1303007,Nhamundá
SP,VOTUPORANGA,NHANDEARA,3532603,Nhandeara
RS,7º CRE (Passo Fundo),Nicolau Vergueiro,4312674,Nicolau Vergueiro
BA,6,Nilo Peçanha,2922607,Nilo Peçanha
RJ,METROPOLITANA VII,Nilópolis,3303203,Nilópolis
MA,itapecuru-mirim,nina rodrigues,2107209,Nina Rodrigues
MG,SRE ARAÇUAÍ,NINHEIRA,3144656,Ninheira
MS,CRE 7,Nioaque,5005806,Nioaque
SP,JOSE BONIFACIO,NIPOA,3532702,Nipoã
GO,CRE-URUAÇU,NIQUELÂNDIA,5214606,Niquelândia
RN,2,nisia floresta,2408201,Nísia Floresta
RJ,BAIXADAS LITÔRANEAS,Niterói,3303302,Niterói
MT,DIAMANTINO,Nobres,5105903,Nobres
RS,7º CRE (Passo Fundo),Nonoai,4312708,Nonoai
BA,4,Nordestina,2922656,Nordestina
RR,RR,Normandia,1400407,Normandia
MT,DIAMANTINO,Nortelândia,5106000,Nortelândia
SE,DRE03,NOSSA SENHORA APARECIDA,2804458,Nossa Senhora Aparecida
SE,DRE09,NOSSA SENHORA DA GLORIA,2804508,Nossa Senhora da Glória
SE,DRE05,NOSSA SENHORA DAS DORES,2804607,Nossa Senhora das Dores
PR,MARINGA,NOSSA SENHORA DAS GRACAS,4116406,Nossa Senhora das Graças
SE,DRE07,NOSSA SENHORA DE LOURDES,2804706,Nossa Senhora de Lourdes
PI,05ª,Nossa Senhora de Nazaré,2206753,Nossa Senhora de Nazaré
MT,VÁRZEA GRANDE,Nossa Senhora do Livramento,5106109,Nossa Senhora do Livramento
SE,DRE08,NOSSA SENHORA DO SOCORRO,2804805,Nossa Senhora do Socorro
PI,02ª,NOSSA SENHORA DOS REMEDIOS,2206803,Nossa Senhora dos Remédios
SP,JOSE BONIFACIO,NOVA ALIANCA,3532801,Nova Aliança
PR,PARANAVAI,NOVA ALIANCA DO IVAI,4116505,Nova Aliança do Ivaí
RS,25º CRE (Soledade),Nova Alvorada,4312757,Nova Alvorada
MS,CRE 2,Nova Alvorada do Sul,5006002,Nova Alvorada do Sul
GO,CRE-RUBIATABA,NOVA AMÉRICA,5214705,Nova América
PR,CORNELIO PROCOPIO,NOVA AMERICA DA COLINA,4116604,Nova América da Colina
MS,CRE 9,Nova Andradina,5006200,Nova Andradina
RS,16º CRE (Bento Gonçalves),Nova Araçá,4312807,Nova Araçá
GO,CRE-CATALÃO,NOVA AURORA,5214804,Nova Aurora
PR,ASSIS CHATEAUBRIAND,NOVA AURORA,4116703,Nova Aurora
MT,ALTA FLORESTA,Nova Bandeirantes,5106158,Nova Bandeirantes
RS,16º CRE (Bento Gonçalves),Nova Bassano,4312906,Nova Bassano
MG,SRE GOVERNADOR VALADARES,NOVA BELÉM,3144672,Nova Belém
RS,39º CRE (Carazinho),Nova Boa Vista,4312955,Nova Boa Vista
MT,CUIABÁ,Nova Brasilândia,5106208,Nova Brasilândia
RO,ROLIM DE MOURA,Nova Brasilândia D'Oeste,1100148,Nova Brasilândia D'Oeste
RS,3º CRE (Estrela),Nova Bréscia,4313003,Nova Bréscia
SP,ITAPEVA,NOVA CAMPINA,3532827,Nova Campina
BA,8,Nova Canaã,2922706,Nova Canaã
MT,ALTA FLORESTA,Nova Canaã do Norte,5106216,Nova Canaã do Norte
SP,JALES,NOVA CANAA PAULISTA,3532843,Nova Canaã Paulista
RS,17º CRE (Santa Rosa),Nova Candelária,4313011,Nova Candelária
PR,CAMPO MOURAO,NOVA CANTU,4116802,Nova Cantu
SP,VOTUPORANGA,NOVA CASTILHO,3532868,Nova Castilho
MA,balsas,nova colinas,2107258,Nova Colinas
GO,CRE-SÃO M. ARAGUAIA,NOVA CRIXÁS,5214838,Nova Crixás
RN,3,nova cruz,2408300,Nova Cruz
MG,SRE NOVA ERA,NOVA ERA,3144706,Nova Era
SC,Coordenadoria Regional de Educação de Chapecó,Nova Erechim,4211405,Nova Erechim
PR,PARANAVAI,NOVA ESPERANCA,4116901,Nova Esperança
PA,capitão Poço,Nova esperança do Piriá,1504950,Nova Esperança do Piriá
PR,DOIS VIZINHOS,NOVA ESPERANCA DO SUDOESTE,4116950,Nova Esperança do Sudoeste
RS,8º CRE (Santa Maria),Nova Esperança do Sul,4313037,Nova Esperança do Sul
SP,ARARAQUARA,NOVA EUROPA,3532900,Nova Europa
BA,15,NOVA FATIMA,2922730,Nova Fátima
PR,CORNELIO PROCOPIO,NOVA FATIMA,4117008,Nova Fátima
PB,Cuité,Nova Floresta,2510105,Nova Floresta
RJ,SERRANA II,Nova Friburgo,3303401,Nova Friburgo
GO,CRE-RUBIATABA,NOVA GLÓRIA,5214861,Nova Glória
SP,SAO JOSE DO RIO PRETO,NOVA GRANADA,3533007,Nova Granada
MT,MATUPÁ,Nova Guarita,5108808,Nova Guarita
SP,ADAMANTINA,NOVA GUATAPORANGA,3533106,Nova Guataporanga
RS,2º CRE (São Leopoldo),Nova Hartz,4313060,Nova Hartz
BA,22,NOVA IBIA,2922755,Nova Ibiá
RJ,METROPOLITANA I,Nova Iguaçu,3303500,Nova Iguaçu
GO,CRE-URUAÇU,NOVA IGUAÇU DE GOIÁS,5214879,Nova Iguaçu de Goiás
SP,ANDRADINA,NOVA INDEPENDENCIA,3533205,Nova Independência
MA,são joao dos patos,nova iorque,2107308,Nova Iorque
SC,Coordenadoria Regional de Educação de Chapecó,Nova Itaberaba,4211454,Nova Itaberaba
BA,9,Nova Itarana,2922805,Nova Itarana
MT,PONTES E LACERDA,Nova Lacerda,5106182,Nova Lacerda
PR,LARANJEIRAS DO SUL,NOVA LARANJEIRAS,4117057,Nova Laranjeiras
MG,SRE METROPOLITANA A,NOVA LIMA,3144805,Nova Lima
PR,LOANDA,NOVA LONDRINA,4117107,Nova Londrina
SP,VOTUPORANGA,NOVA LUZITANIA,3533304,Nova Luzitânia
RO,GUAJARÁ-MIRIM,Nova Mamoré,1100338,Nova Mamoré
MT,DIAMANTINO,Nova Marilândia,5108857,Nova Marilândia
MT,DIAMANTINO,Nova Maringá,5108907,Nova Maringá
MG,SRE GOVERNADOR VALADARES,NOVA MÓDICA,3144904,Nova Módica
MT,ALTA FLORESTA,Nova Monte Verde,5108956,Nova Monte Verde
MT,DIAMANTINO,Nova Mutum,5106224,Nova Mutum
MT,BARRA DO GARÇAS,Nova Nazaré,5106174,Nova Nazaré
SP,AMERICANA,NOVA ODESSA,3533403,Nova Odessa
MT,TANGARÁ DA SERRA,Nova Olímpia,5106232,Nova Olímpia
PR,UMUARAMA,NOVA OLIMPIA,4117206,Nova Olímpia
CE,CREDE 18,Nova Olinda,2309201,Nova Olinda
PB,Itaporanga,Nova Olinda,2510204,Nova Olinda
TO,ARAGUAINA,Nova Olinda,1714880,Nova Olinda
MA,ze doca,nova olinda do maranhao,2107357,Nova Olinda do Maranhão
AM,Centro Amazonense,Nova Olinda do Norte,1303106,Nova Olinda do Norte
RS,4º CRE (Caxias do Sul),Nova Pádua,4313086,Nova Pádua
RS,8º CRE (Santa Maria),Nova Palma,4313102,Nova Palma
PB,Cuité,Nova Palmeira,2510303,Nova Palmeira
RS,4º CRE (Caxias do Sul),Nova Petropolis,4313201,Nova Petrópolis
MG,SRE UBERLÂNDIA,NOVA PONTE,3145000,Nova Ponte
MG,SRE JANAÚBA,NOVA PORTEIRINHA,3145059,Nova Porteirinha
RS,16º CRE (Bento Gonçalves),Nova Prata,4313300,Nova Prata
PR,DOIS VIZINHOS,NOVA PRATA DO IGUACU,4117255,Nova Prata do Iguaçu
RS,36º CRE (Ijuí),Nova Ramada,4313334,Nova Ramada
BA,3,Nova Redenção,2922854,Nova Redenção
MG,SRE POÇOS DE CALDAS,NOVA RESENDE,3145109,Nova Resende
GO,CRE-POSSE,NOVA ROMA,5214903,Nova Roma
RS,4º CRE (Caxias do Sul),Nova Roma do Sul,4313359,Nova Roma do Sul
TO,PARAISO DO TOCANTINS,Nova Rosalândia,1715002,Nova Rosalândia
CE,CREDE 13,Nova Russas,2309300,Nova Russas
PR,CORNELIO PROCOPIO,NOVA SANTA BARBARA,4117214,Nova Santa Bárbara
MT,SINOP,Nova Santa Helena,5106190,Nova Santa Helena
PI,12ª,NOVA SANTA RITA,2207959,Nova Santa Rita
RS,27º CRE (Canoas),Nova Santa Rita,4313375,Nova Santa Rita
PR,TOLEDO,NOVA SANTA ROSA,4117222,Nova Santa Rosa
MG,SRE DIVINÓPOLIS,NOVA SERRANA,3145208,Nova Serrana
BA,17,Nova Soure,2922904,Nova Soure
PR,PITANGA,NOVA TEBAS,4117271,Nova Tebas
PA,capanema,Nova timboteua,1505007,Nova Timboteua
SC,Coordenadoria Regional de Educação de Brusque,Nova Trento,4211504,Nova Trento
MT,SINOP,Nova Ubiratã,5106240,Nova Ubiratã
MG,SRE METROPOLITANA A,NOVA UNIÃO,3136603,Nova União
RO,OURO PRETO,Nova União,1101435,Nova União
ES,SRE Nova Venécia,Nova Venécia,3203908,Nova Venécia
GO,CRE-INHUMAS,NOVA VENEZA,5215009,Nova Veneza
SC,Coordenadoria Regional de Educação de Criciúma,Nova Veneza,4211603,Nova Veneza
BA,7,Nova Viçosa,2923001,Nova Viçosa
MT,BARRA DO GARÇAS,Nova Xavantina,5106257,Nova Xavantina
SP,CATANDUVA,NOVAIS,3533254,Novais
TO,PALMAS,Novo Acordo,1715101,Novo Acordo
AM,Norte Amazonense,Novo Airão,1303205,Novo Airão
TO,ARRAIAS,Novo Alegre,1715150,Novo Alegre
AM,Sul Amazonense,Novo Aripuanã,1303304,Novo Aripuanã
RS,20º CRE (Palmeira das Missões),Novo Barreiro,4313490,Novo Barreiro
GO,CRE-JUSSARA,NOVO BRASIL,5215207,Novo Brasil
RS,24º CRE (Cachoeira do Sul),Novo Cabrais,4313391,Novo Cabrais
MG,SRE TEÓFILO OTONI,NOVO CRUZEIRO,3145307,Novo Cruzeiro
GO,CRE-NOVO GAMA,NOVO GAMA,5215231,Novo Gama
RS,2º CRE (São Leopoldo),Novo Hamburgo,4313409,Novo Hamburgo
BA,3,Novo Horizonte,2923035,Novo Horizonte
SC,Coordenadoria Regional de Educação de São Lourenço do Oeste,Novo Horizonte,4211652,Novo Horizonte
SP,CATANDUVA,NOVO HORIZONTE,3533502,Novo Horizonte
MT,JUINA,Novo Horizonte do Norte,5106273,Novo Horizonte do Norte
RO,ROLIM DE MOURA,Novo Horizonte do Oeste,1100502,Novo Horizonte do Oeste
MS,CRE 9,Novo Horizonte do Sul,5006259,Novo Horizonte do Sul
PR,APUCARANA,NOVO ITACOLOMI,4117297,Novo Itacolomi
TO,DIANOPOLIS,Novo Jardim,1715259,Novo Jardim
AL,12a GEE,Novo Lino,2705606,Novo Lino
RS,17º CRE (Santa Rosa),Novo Machado,4313425,Novo Machado
MT,MATUPÁ,Novo Mundo,5106265,Novo Mundo
CE,CREDE 13,Novo Oriente,2309409,Novo Oriente
MG,SRE TEÓFILO OTONI,NOVO ORIENTE DE MINAS,3145356,Novo Oriente de Minas
PI,07ª,NOVO ORIENTE DO PIAUI,2206902,Novo Oriente do Piauí
GO,CRE-SÃO M. ARAGUAIA,NOVO PLANALTO,5215256,Novo Planalto
PA,itaituba,Novo Progresso,1505031,Novo Progresso
PA,tucuruí,Novo repartimento,1505064,Novo Repartimento
MT,CONFRESA,Novo Santo Antônio,5106315,Novo Santo Antônio
PI,18ª,Novo Santo Antônio,2206951,Novo Santo Antônio
MT,BARRA DO GARÇAS,Novo São Joaquim,5106281,Novo São Joaquim
RS,20º CRE (Palmeira das Missões),Novo Tiradentes,4313441,Novo Tiradentes
BA,17,Novo Triunfo,2923050,Novo Triunfo
RS,39º CRE (Carazinho),Novo Xingu,4313466,Novo Xingu
MG,SRE ARAÇUAÍ,NOVORIZONTE,3145372,Novorizonte
SP,SAO JOAQUIM DA BARRA,NUPORANGA,3533601,Nuporanga
PA,Óbidos,Óbidos,1505106,Óbidos
CE,CREDE 08,Ocara,2309458,Ocara
SP,MARILIA,OCAUCU,3533700,Ocauçu
PI,08ª,OEIRAS,2207009,Oeiras
PA,curralinho,oeiras do Pará,1505205,Oeiras do Pará
AP,AP,Oiapoque,1600501,Oiapoque
MG,SRE JUIZ DE FORA,OLARIA,3145406,Olaria
SP,PIRAJU,OLEO,3533809,Óleo
PB,Itaporanga,Olho D'Água,2510402,Olho d'Água
MA,bacabal,Olho d'Água das Cunhãs,2107407,Olho d'Água das Cunhãs
AL,6a GEE,Olho D’Água das Flores,2705705,Olho d'Água das Flores
RN,14,Olho d'Água do Borges,2408409,Olho d'Água do Borges
AL,11a GEE,Olho d'Água do Casado,2705804,Olho d'Água do Casado
PI,06ª,Olho d'Água do Piauí,2207108,Olho D'Água do Piauí
AL,9a GEE,Olho d'Água Grande,2705903,Olho d'Água Grande
MG,SRE MONTES CLAROS,OLHOS-D'ÁGUA,3145455,Olhos-d'Água
SP,BARRETOS,OLIMPIA,3533908,Olímpia
MG,SRE CAXAMBU,OLÍMPIO NORONHA,3145505,Olímpio Noronha
PE,METROPOLITANA NORTE,Olinda,2609600,Olinda
MA,viana,olinda nova do maranhao,2107456,Olinda Nova do Maranhão
BA,18,OLINDINA,2923100,Olindina
PB,Campina Grande,Olivedos,2510501,Olivedos
MG,SRE DIVINÓPOLIS,OLIVEIRA,3145604,Oliveira
TO,PORTO NACIONAL,Oliveira de Fátima,1715507,Oliveira de Fátima
BA,2,Oliveira dos Brejinhos,2923209,Oliveira dos Brejinhos
MG,SRE BARBACENA,OLIVEIRA FORTES,3145703,Oliveira Fortes
AL,6a GEE,Olivença,2706000,Olivença
MG,SRE PARÁ DE MINAS,ONÇA DE PITANGUI,3145802,Onça de Pitangui
SP,SAO JOSE DO RIO PRETO,ONDA VERDE,3534005,Onda Verde
MG,SRE PONTE NOVA,ORATÓRIOS,3145851,Oratórios
SP,MARILIA,ORIENTE,3534104,Oriente
SP,SAO JOSE DO RIO PRETO,ORINDIUVA,3534203,Orindiúva
PA,Óbidos,oriximiná,1505304,Oriximiná
MG,SRE CARANGOLA,ORIZÂNIA,3145877,Orizânia
GO,CRE-PIRES DO RIO,ORIZONA,5215306,Orizona
SP,SAO JOAQUIM DA BARRA,ORLANDIA,3534302,Orlândia
SC,Coordenadoria Regional de Educação de Criciúma,Orleans,4211702,Orleans
PE,VALE DO CAPIBARIBE (LIMOEIRO),Orobó,2609709,Orobó
PE,SERTÃO DO MÉDIO SÃO FRANCISCO (PETROLINA),Orocó,2609808,Orocó
CE,CREDE 16,Orós,2309508,Orós
PR,TELEMACO BORBA,ORTIGUEIRA,4117305,Ortigueira
SP,OSASCO,OSASCO,3534401,Osasco
SP,MARILIA,OSCAR BRESSANE,3534500,Oscar Bressane
RS,11º CRE (Osório),Osório,4313508,Osório
SP,ADAMANTINA,OSVALDO CRUZ,3534609,Osvaldo Cruz
SC,Coordenadoria Regional de Educação de Lages,Otacílio Costa,4211751,Otacílio Costa
PA,capanema,ourém,1505403,Ourém
BA,18,OURICANGAS,2923308,Ouriçangas
PE,SERTÃO DO ARARIPE (ARARIPINA),Ouricuri,2609907,Ouricuri
PA,Xinguara,ourilândia do Norte,1505437,Ourilândia do Norte
SP,OURINHOS,OURINHOS,3534708,Ourinhos
PR,MARINGA,OURIZONA,4117404,Ourizona
SC,Coordenadoria Regional de Educação de Joaçaba,Ouro,4211801,Ouro
AL,6a GEE,Ouro Branco,2706109,Ouro Branco
MG,SRE CONSELHEIRO LAFAIETE,OURO BRANCO,3145901,Ouro Branco
RN,10,ouro branco,2408508,Ouro Branco
MG,SRE POUSO ALEGRE,OURO FINO,3146008,Ouro Fino
MG,SRE OURO PRETO,OURO PRETO,3146107,Ouro Preto
RO,OURO PRETO,Ouro Preto do Oeste,1100155,Ouro Preto do Oeste
PB,Monteiro,Ouro Velho,2510600,Ouro Velho
SC,Coordenadoria Regional de Educação de Xanxerê,Ouro Verde,4211850,Ouro Verde
SP,ADAMANTINA,OURO VERDE,3534807,Ouro Verde
GO,CRE-ANÁPOLIS,OURO VERDE DE GOIÁS,5215405,Ouro Verde de Goiás
MG,SRE TEÓFILO OTONI,OURO VERDE DE MINAS,3146206,Ouro Verde de Minas
PR,TOLEDO,OURO VERDE DO OESTE,4117453,Ouro Verde do Oeste
SP,FERNANDOPOLIS,OUROESTE,3534757,Ouroeste
BA,16,OUROLANDIA,2923357,Ourolândia
GO,CRE-CATALÃO,OUVIDOR,5215504,Ouvidor
SP,ADAMANTINA,PACAEMBU,3534906,Pacaembu
PA,tucuruí,Pacajá,1505486,Pacajá
CE,CREDE 09,Pacajús,2309607,Pacajus
RR,RR,Pacaraima,1400456,Pacaraima
CE,CREDE 01,Pacatuba,2309706,Pacatuba
SE,DRE06,PACATUBA,2804904,Pacatuba
MA,são luis,paco do lumiar,2107506,Paço do Lumiar
CE,CREDE 08,Pacoti,2309805,Pacoti
CE,CREDE 06,Pacujá,2309904,Pacujá
GO,CRE-ÁGUAS LINDAS,PADRE BERNARDO,5215603,Padre Bernardo
MG,SRE MONTES CLAROS,PADRE CARVALHO,3146255,Padre Carvalho
PI,16ª,PADRE MARCOS,2207207,Padre Marcos
MG,SRE TEÓFILO OTONI,PADRE PARAÍSO,3146305,Padre Paraíso
PI,12ª,PAES LANDIM,2207306,Paes Landim
MG,SRE JANAÚBA,PAI PEDRO,3146552,Pai Pedro
SC,Coordenadoria Regional de Educação de Seara,Paial,4211876,Paial
PR,MARINGA,PAICANDU,4117503,Paiçandu
RS,15º CRE (Erechim),Paim Filho,4313607,Paim Filho
MG,SRE PARÁ DE MINAS,PAINEIRAS,3146404,Paineiras
SC,Coordenadoria Regional de Educação de Lages,Painel,4211892,Painel
MG,SRE DIVINÓPOLIS,PAINS,3146503,Pains
MG,SRE BARBACENA,PAIVA,3146602,Paiva
PI,12ª,PAJEU DO PIAUI,2207355,Pajeú do Piauí
AL,8a GEE,Palestina,2706208,Palestina
SP,SAO JOSE DO RIO PRETO,PALESTINA,3535002,Palestina
GO,CRE-IPORÁ,PALESTINA DE GOIÁS,5215652,Palestina de Goiás
PA,Marabá,Palestina do Pará,1505494,Palestina do Pará
CE,CREDE 10,Palhano,2310001,Palhano
SC,Coordenadoria Regional de Educação de Florianópolis,Palhoça,4211900,Palhoça
MG,SRE MURIAÉ,PALMA,3146701,Palma
SC,Coordenadoria Regional de Educação de Dionísio Cerqueira,Palma Sola,4212007,Palma Sola
CE,CREDE 08,Palmácia,2310100,Palmácia
PE,MATA SUL (PALMARES),Palmares,2610004,Palmares
RS,11º CRE (Osório),Palmares do Sul,4313656,Palmares do Sul
SP,CATANDUVA,PALMARES PAULISTA,3535101,Palmares Paulista
PR,PATO BRANCO,PALMAS,4117602,Palmas
TO,PALMAS,Palmas,1721000,Palmas
BA,13,Palmas de Monte Alto,2923407,Palmas de Monte Alto
PR,PONTA GROSSA,PALMEIRA,4117701,Palmeira
SC,Coordenadoria Regional de Educação de Lages,Palmeira,4212056,Palmeira
SP,JALES,PALMEIRA D'OESTE,3535200,Palmeira d'Oeste
RS,20º CRE (Palmeira das Missões),Palmeira das Missões,4313706,Palmeira das Missões
PI,14ª,PALMEIRA DO PIAUI,2207405,Palmeira do Piauí
AL,3a GEE,Palmeira dos Índios,2706307,Palmeira dos Índios
PI,18ª,PALMEIRAIS,2207504,Palmeirais
MA,pinheiro,palmeirandia,2107605,Palmeirândia
TO,COLINAS DO TOCANTINS,Palmeirante,1715705,Palmeirante
BA,3,Palmeiras,2923506,Palmeiras
GO,CRE-PALMEIRAS,PALMEIRAS DE GOIÁS,5215702,Palmeiras de Goiás
TO,TOCANTINOPOLIS,Palmeiras do Tocantins,1713809,Palmeiras do Tocantins
PE,AGRESTE MERIDIONAL (GARANHUNS),Palmeirina,2610103,Palmeirina
TO,GURUPI,Palmeirópolis,1715754,Palmeirópolis
GO,CRE-PIRES DO RIO,PALMELO,5215801,Palmelo
GO,CRE-PALMEIRAS,PALMINÓPOLIS,5215900,Palminópolis
PR,PITANGA,PALMITAL,4117800,Palmital
SP,ASSIS,PALMITAL,3535309,Palmital
RS,20º CRE (Palmeira das Missões),Palmitinho,4313805,Palmitinho
SC,Coordenadoria Regional de Educação de Palmitos,Palmitos,4212106,Palmitos
MG,SRE ALMENARA,PALMÓPOLIS,3146750,Palmópolis
PR,TOLEDO,PALOTINA,4117909,Palotina
GO,CRE-GOIATUBA,PANAMÁ,5216007,Panamá
RS,36º CRE (Ijuí),Panambi,4313904,Panambi
ES,SRE Colatina,Pancas,3204005,Pancas
PE,AGRESTE CENTRO NORTE (CARUARU),Panelas,2610202,Panelas
SP,ADAMANTINA,PANORAMA,3535408,Panorama
RS,6º CRE (Santa Cruz do Sul),Pantano Grande,4313953,Pantano Grande
AL,8a GEE,Pão de Açúcar,2706406,Pão de Açúcar
MG,SRE SETE LAGOAS,PAPAGAIOS,3146909,Papagaios
SC,Coordenadoria Regional de Educação de Mafra,Papanduva,4212205,Papanduva
PI,09ª,PAQUETA,2207553,Paquetá
MG,SRE PARÁ DE MINAS,PARÁ DE MINAS,3147105,Pará de Minas
RJ,CENTRO-SUL,Paracambi,3303609,Paracambi
MG,SRE PARACATU,PARACATU,3147006,Paracatu
CE,CREDE 02,Paracuru,2310209,Paracuru
PA,Mãe do rio,Paragominas,1505502,Paragominas
MG,SRE VARGINHA,PARAGUAÇU,3147204,Paraguaçu
SP,ASSIS,PARAGUACU PAULISTA,3535507,Paraguaçu Paulista
RS,16º CRE (Bento Gonçalves),Paraí,4314001,Paraí
RJ,CENTRO-SUL,Paraíba do Sul,3303708,Paraíba do Sul
MA,são joao dos patos,paraibano,2107704,Paraibano
SP,TAUBATE,PARAIBUNA,3535606,Paraibuna
CE,CREDE 02,Paraipaba,2310258,Paraipaba
